method,H,W,Cin,Cout,K,threads_per_block,repeats,kernel_time_ms,total_time_ms,checksum,input_file,kernel_file,gpu_name
cuda_naive,64,64,3,8,3,256,20,0.009406,129.630463,284.266132,input.csv,kernel.csv,"NVIDIA RTX 4000 Ada Generation"
