0.12238335,0.059132274,0.21182406,0.15533909,0.13458546,-0.057583641,0.01930668,0.15355191,0.071254045,-0.0416876,-0.090276457,0.13996686,0.097536266,-0.053284653,0.085086189,0.26332167,0.087927334,0.14918867,0.11113513,0.10007771,0.090829842,0.065744519,0.012042165,-0.094411828,0.17046021,0.10287069,0.10095273,0.074320026,0.10563026,-0.10296965,0.026870582,0.049678158,0.23566771,0.098475352,0.12973024,0.078051426,-0.023780631,0.11577514,-0.077643871,-0.031933263,0.073766574,0.034820586,0.072242178,0.092013679,0.029489432,0.22731303,0.11288099,0.03684561,0.074350812,0.030834522,0.11497665,0.23664612,0.095584892,0.17061377,0.17267047,0.14918204,0.15705571,0.011318603,0.10555843,0.071081243,0.02205403,0.031933889,0.31524777,0.12483027
0.054540265,0.059026796,0.080440201,0.2262056,0.1675546,0.13466167,0.10897695,0.15961152,0.0046983687,0.1518703,0.010972705,0.24541894,0.14258401,0.16290799,0.13675597,0.14226766,0.0088151637,0.15290879,-0.035109133,0.060777966,0.1304066,0.077586032,0.070442908,0.13856995,0.095981464,0.14313357,-0.025167363,-0.023444846,0.018914305,0.015182045,0.1758763,0.087571613,0.09641704,0.18533452,0.20172969,-0.019514566,0.18856423,0.15636764,0.00094056979,0.21124445,0.28742158,0.14816397,0.062589213,0.057965964,0.041827273,0.10056312,0.029451683,0.045124155,0.10464377,0.14399494,0.07357835,0.094360851,0.15181437,0.18817419,0.1636644,0.026497116,0.16261014,0.09831053,-0.023288094,0.090368815,0.056002352,0.12730657,0.30921894,0.038960483
0.22894424,0.23406816,0.15390255,0.080947854,0.015555678,0.042421121,0.073500767,0.042508055,0.048828829,0.24981931,0.057467729,0.11521915,0.056939628,0.11353287,0.12506354,-0.018877935,0.12599488,0.033500642,0.15804914,0.015580547,0.28692263,-0.025486225,0.053113185,0.093482792,0.13915639,0.21088628,-0.10847536,0.12882626,0.11420605,0.19340192,0.093876831,0.076769836,0.15760379,0.098804973,0.17187586,-0.090739183,0.062378637,0.055437848,0.12435228,0.15365835,0.21181598,0.016795861,0.065126501,0.0044890866,0.13160579,0.10209788,0.22066389,0.20299874,0.16332887,0.057087056,0.050344158,0.19662829,0.038236655,0.020480335,0.019186432,0.19373484,0.075201206,0.076220974,0.0096308067,0.072054625,0.091390707,0.16510859,0.14874108,0.066298813
0.11503214,0.053999159,0.13468906,-0.034061775,0.061594822,0.16706231,0.06852743,0.15971723,0.1527538,0.12814657,0.073547088,-0.085056357,-0.005432874,0.27238032,0.049819034,-0.065096125,0.16055171,0.13966987,0.18763195,0.086282805,0.15620247,0.09164878,0.1820294,0.1875197,0.080606423,0.15444335,-0.0093372464,0.16064942,-0.020106886,0.21658373,0.023801474,0.1349142,0.17380035,0.018269775,0.042498,0.088393845,0.10337868,0.091792285,0.012434556,0.021717936,0.060451884,0.046653412,0.064455725,0.096756987,0.17444305,0.051237829,0.013336652,-0.041058145,0.18078516,0.035580765,0.1579068,-0.034131505,0.062521748,0.12185731,0.15718319,0.095001802,0.034322403,0.17186981,0.1202202,0.050738554,0.056160916,-0.032367069,0.28280634,0.11521409
0.24512735,0.19897321,0.07275039,0.013241812,0.25145847,0.09909866,0.098123327,-0.046147276,0.1025013,-0.10782395,0.06892477,0.0015780762,0.29231536,0.19454676,0.070352137,0.074910037,0.084728971,-0.023772297,0.024677305,-0.0029597578,0.12430827,0.19582993,0.30762589,-0.0077562332,0.03809334,0.14085412,0.19569179,0.16693659,-0.070363976,0.012807184,0.20835289,0.1287749,0.030329209,-0.079766072,-0.090686969,0.2463292,-0.030162107,0.14450061,0.22141925,0.020257061,0.20812319,-0.02352882,0.098236158,0.10366423,0.081828177,0.11921946,0.10690179,0.13753992,0.18089539,0.17604935,0.16823822,0.082568213,0.18399628,0.12705098,-0.062968887,0.027212106,0.14153275,0.22140302,0.07035777,0.15951516,-0.085309759,0.094788872,0.23194562,0.11017802
0.030880587,0.055098906,0.26557934,0.094136685,0.11073308,0.11970162,-0.037871134,0.19491997,0.04589599,0.084734939,0.084167048,0.17814283,0.097661033,0.0378027,-0.079670057,0.15598398,0.02356131,0.15858433,-0.010030175,0.25256056,0.081155993,0.066127039,0.11278611,0.091173202,0.074553892,-0.0030316948,0.22004919,0.060432527,-0.11104763,0.24048597,0.15826796,0.16907561,0.051626228,0.064238459,0.095538355,0.21091171,0.10160424,0.068368256,0.0056300838,-0.0028955415,0.1311692,0.079446159,0.15252092,0.12608103,0.16955642,0.058487166,0.049571868,0.052474979,-0.022486294,0.12722696,0.11694638,0.30943704,0.1088873,0.048316538,-0.032286189,0.11437976,0.30649099,0.059125438,0.026133616,0.18577088,0.18496178,0.16525014,0.17345564,0.077161029
0.074928783,0.15259551,-0.010367621,-0.055802729,0.11571069,0.057191588,0.13911727,0.098551884,0.18515015,0.040313445,0.20010827,0.078320429,0.24405479,0.23259898,0.064828821,0.08003331,0.039837841,0.15697196,0.04907744,0.075817905,0.20800464,0.016191417,0.015507244,0.31337786,0.13719983,0.27840123,0.19029099,0.16907175,0.0502542,0.081542142,0.081752732,0.19227538,0.1346647,0.024887767,0.057918202,0.11424552,0.022388199,0.042981695,0.12167564,0.082312152,0.1054077,0.11983825,-0.0076423497,0.18106915,0.12131581,-0.033920951,0.062365983,0.12792882,0.07578785,0.11300763,0.104515,0.17333707,0.07060007,-0.091079772,0.047038049,0.21526837,0.039920524,0.050524425,0.14445476,0.13910918,0.24188213,-0.039474901,0.073488042,0.12131428
0.10932567,0.015632788,0.04431814,0.1985727,0.10011426,0.13809358,0.15308756,0.10767472,0.30121046,0.10100337,0.16271974,0.18454102,0.084568188,0.012282763,-0.0041354438,0.11099019,0.052855976,0.055852164,0.11754557,0.17344782,0.12650178,0.054353613,0.063926063,0.083647951,0.11052874,-0.018752964,0.07242316,0.032053959,-0.13307919,0.064874686,0.12269178,0.043127771,-0.010645674,-0.13156439,0.087580517,-0.0071193343,0.10319877,0.2182716,0.10238697,0.089170218,0.19552784,0.053014096,0.20671707,0.29006273,0.16190295,0.0091866152,0.12105244,0.019571403,0.002571733,0.11473951,0.078604393,0.089839108,0.12155666,-0.009521422,0.076513357,0.11600737,0.036439814,0.021418629,0.05992477,0.090959057,0.092597641,0.14532241,0.28063866,0.055622838
0.044062383,0.16824442,0.14610974,0.15306987,0.063357912,0.19176336,-0.028035993,0.036281314,0.11146361,0.11507794,-0.011157614,0.049511462,-0.06293492,0.1147616,0.10785786,0.096015424,0.10562771,0.14054221,0.11546008,-0.092969254,0.024375437,0.14061391,-0.0069091828,-0.001375379,0.23075555,0.19662091,0.22802752,0.2070159,0.14298761,0.19188978,0.076809466,0.035562687,0.1839031,0.056058686,0.038635287,-0.003875012,0.15724668,0.17131115,0.054103829,-0.016606985,0.061115928,-0.057726208,0.20239732,0.19402038,0.10117508,0.040336542,-0.13132943,0.026465895,0.23029265,0.099067561,0.10458675,0.15933126,0.12027822,0.16962621,0.069665127,-0.020878077,0.077666,0.069284879,0.17532627,0.15174657,0.19344729,0.13304465,0.19283511,-0.07874386
-0.027452854,-0.042324997,0.32293448,-0.033912614,0.17857051,0.017694503,-0.003621137,0.10488371,0.1766881,0.23701541,0.086590573,0.029930105,0.20394537,0.051236153,0.0026330617,0.27167618,0.035437591,0.10433502,0.054846372,-0.082155854,0.075085841,0.20653284,0.027850186,0.011042932,0.12608141,0.093296669,0.14949727,-0.015698178,0.10120365,0.03760438,-0.06306652,0.19036174,-0.013143359,0.06566453,0.12939857,0.033262257,0.11438099,0.031598605,-0.010813088,0.069687277,0.20051964,0.25673789,-0.0087250723,0.12852901,0.049079705,0.061960924,0.010707605,0.17264166,0.1254077,0.08833196,0.080559433,0.11471207,0.083272703,0.043187488,0.023389595,0.11629914,0.11247276,0.21108748,-6.5340224e-05,0.11324549,0.20114103,-0.010727581,0.13575949,0.07838881
